CO,Gas,Temp,Humidity,Pressure,Oxygen,Alert,Escape_Time
0.47,387.96,31.77,62.14,1010.68,19.14,Warning: Oxygen Fatigue (Low O2),18.2
0.47,381.69,31.77,62.08,1010.69,19.13,Warning: Oxygen Fatigue (Low O2),18.3
0.49,380.13,31.77,62.01,1010.69,19.12,Warning: Oxygen Fatigue (Low O2),18.3
0.49,391.13,31.78,61.94,1010.67,19.14,Warning: Oxygen Fatigue (Low O2),18.3
0.5,389.55,31.78,61.88,1010.71,19.17,Warning: Oxygen Fatigue (Low O2),18.2
0.54,384.81,31.78,61.83,1010.67,19.2,Warning: Oxygen Fatigue (Low O2),18.0
0.51,387.96,31.78,61.75,1010.72,19.21,Warning: Oxygen Fatigue (Low O2),17.9
0.51,384.81,31.78,61.69,1010.71,19.2,Warning: Oxygen Fatigue (Low O2),17.8
0.49,391.13,31.78,61.63,1010.75,19.2,Warning: Oxygen Fatigue (Low O2),17.7
0.49,392.73,31.78,61.57,1010.72,19.22,Warning: Oxygen Fatigue (Low O2),17.8
0.48,384.81,31.78,61.52,1010.72,19.22,Warning: Oxygen Fatigue (Low O2),17.8
0.48,387.96,31.78,61.48,1010.73,19.21,Warning: Oxygen Fatigue (Low O2),17.9
0.48,392.73,31.78,61.44,1010.74,19.2,Warning: Oxygen Fatigue (Low O2),18.0
0.48,387.96,31.78,61.39,1010.74,19.19,Warning: Oxygen Fatigue (Low O2),18.0
0.48,394.33,31.78,61.34,1010.74,19.2,Warning: Oxygen Fatigue (Low O2),18.1
0.48,387.96,31.78,61.31,1010.75,19.21,Warning: Oxygen Fatigue (Low O2),18.2
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),19.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),21.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),24.5
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),29.3
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),35.2
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),41.2
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),46.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),48.9
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),49.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),48.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),46.4
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.9
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.5
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.3
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.9
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.9
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0.41,371.63,31.79,61.48,1010.64,19.26,Warning: Oxygen Fatigue (Low O2),44.2
0.45,377.73,31.79,61.48,1010.65,19.18,Warning: Oxygen Fatigue (Low O2),42.9
0.43,374.67,31.79,61.48,1010.66,19.16,Warning: Oxygen Fatigue (Low O2),41.0
0.41,367.12,31.79,61.49,1010.66,19.16,Warning: Oxygen Fatigue (Low O2),38.7
0.42,374.67,31.79,61.5,1010.65,19.2,Warning: Oxygen Fatigue (Low O2),36.0
0.43,377.73,31.79,61.5,1010.64,19.22,Warning: Oxygen Fatigue (Low O2),32.9
0.43,370.13,31.79,61.5,1010.65,19.21,Warning: Oxygen Fatigue (Low O2),29.8
0.44,370.13,31.79,61.52,1010.65,19.16,Warning: Oxygen Fatigue (Low O2),26.9
0.45,376.2,31.79,61.52,1010.66,19.16,Warning: Oxygen Fatigue (Low O2),24.5
0.46,376.2,31.78,61.52,1010.67,19.13,Warning: Oxygen Fatigue (Low O2),22.6
0.5,362.66,31.78,61.51,1010.66,19.13,Warning: Oxygen Fatigue (Low O2),21.2
0.51,373.15,31.78,61.5,1010.63,19.12,Warning: Oxygen Fatigue (Low O2),20.2
0.51,374.67,31.77,61.5,1010.68,19.15,Warning: Oxygen Fatigue (Low O2),19.5
0.53,365.63,31.77,61.51,1010.65,19.16,Warning: Oxygen Fatigue (Low O2),18.9
0.53,374.67,31.77,61.52,1010.64,19.16,Warning: Oxygen Fatigue (Low O2),18.4
0.53,367.12,31.76,61.51,1010.64,19.17,Warning: Oxygen Fatigue (Low O2),18.0
0.55,367.12,31.76,61.52,1010.65,19.18,Warning: Oxygen Fatigue (Low O2),17.7
0.53,368.62,31.75,61.54,1010.64,19.18,Warning: Oxygen Fatigue (Low O2),17.5
0.52,368.62,31.75,61.57,1010.63,19.18,Warning: Oxygen Fatigue (Low O2),17.3
0.51,373.15,31.75,61.61,1010.64,19.17,Warning: Oxygen Fatigue (Low O2),17.1
0.52,371.63,31.74,61.63,1010.61,19.18,Warning: Oxygen Fatigue (Low O2),17.0
0.53,373.15,31.74,61.66,1010.63,19.16,Warning: Oxygen Fatigue (Low O2),16.9
0.53,361.18,31.74,61.7,1010.6,19.18,Warning: Oxygen Fatigue (Low O2),16.9
0.51,370.13,31.74,61.74,1010.61,19.18,Warning: Oxygen Fatigue (Low O2),16.8
0.53,373.15,31.74,61.77,1010.62,19.19,Warning: Oxygen Fatigue (Low O2),16.8
0.53,368.62,31.74,61.8,1010.63,19.18,Warning: Oxygen Fatigue (Low O2),16.8
0.53,371.63,31.74,61.82,1010.63,19.17,Warning: Oxygen Fatigue (Low O2),16.8
0.52,376.2,31.74,61.84,1010.63,19.14,Warning: Oxygen Fatigue (Low O2),16.9
0.52,365.63,31.74,61.86,1010.65,19.09,Warning: Oxygen Fatigue (Low O2),16.9
0.53,365.63,31.74,61.89,1010.61,19.09,Warning: Oxygen Fatigue (Low O2),16.8
0.52,373.15,31.74,61.93,1010.62,19.11,Warning: Oxygen Fatigue (Low O2),16.7
0.53,373.15,31.75,61.97,1010.6,19.14,Warning: Oxygen Fatigue (Low O2),16.6
0.55,367.12,31.75,62.01,1010.62,19.17,Warning: Oxygen Fatigue (Low O2),16.5
0.51,362.66,31.76,62.04,1010.62,19.18,Warning: Oxygen Fatigue (Low O2),16.4
0.51,368.62,31.76,62.06,1010.63,19.21,Warning: Oxygen Fatigue (Low O2),16.3
0.52,367.12,31.76,62.09,1010.62,19.19,Warning: Oxygen Fatigue (Low O2),16.2
0.53,376.2,31.76,62.09,1010.61,19.16,Warning: Oxygen Fatigue (Low O2),16.3
0.44,307.56,31.77,62.11,1010.59,19.12,Warning: Oxygen Fatigue (Low O2),16.3
0.44,311.42,31.77,62.11,1010.64,19.12,Warning: Oxygen Fatigue (Low O2),16.4
0.43,314.02,31.77,62.1,1010.64,19.17,Warning: Oxygen Fatigue (Low O2),16.4
0.43,307.56,31.77,62.09,1010.63,19.21,Warning: Oxygen Fatigue (Low O2),16.4
0.44,307.56,31.77,62.08,1010.62,19.23,Warning: Oxygen Fatigue (Low O2),16.3
0.43,307.56,31.77,62.08,1010.62,19.23,Warning: Oxygen Fatigue (Low O2),16.2
0.45,316.63,31.77,62.07,1010.6,19.22,Warning: Oxygen Fatigue (Low O2),16.1
0.44,314.02,31.77,62.07,1010.62,19.21,Warning: Oxygen Fatigue (Low O2),16.0
0.45,316.63,31.76,62.09,1010.6,19.21,Warning: Oxygen Fatigue (Low O2),16.0
0.45,325.94,31.76,62.11,1010.6,19.21,Warning: Oxygen Fatigue (Low O2),16.0
0.45,317.95,31.76,62.12,1010.58,19.2,Warning: Oxygen Fatigue (Low O2),16.1
0.45,323.26,31.76,62.13,1010.58,19.2,Warning: Oxygen Fatigue (Low O2),16.1
0.45,324.6,31.76,62.13,1010.6,19.21,Warning: Oxygen Fatigue (Low O2),16.2
0.45,325.94,31.76,62.13,1010.6,19.21,Warning: Oxygen Fatigue (Low O2),16.2
0.45,325.94,31.76,62.13,1010.59,19.21,Warning: Oxygen Fatigue (Low O2),16.3
0.45,319.27,31.76,62.14,1010.59,19.21,Warning: Oxygen Fatigue (Low O2),16.3
0.46,324.6,31.75,62.15,1010.59,19.21,Warning: Oxygen Fatigue (Low O2),16.3
0.45,328.64,31.75,62.16,1010.6,19.2,Warning: Oxygen Fatigue (Low O2),16.4
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),17.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),18.9
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),22.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),26.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),32.5
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),38.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),43.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),48.3
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),47.2
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),46.5
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.9
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.3
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),45.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.9
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.9
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.8
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),44.7
0.47,378.53,31.61,63.06,1010.49,19.5,no,44.2
0.44,372.39,31.61,63.06,1010.51,19.53,no,43.1
0.46,378.53,31.61,63.06,1010.47,19.5,no,41.5
0.45,386.35,31.61,63.07,1010.5,19.55,no,39.6
0.46,378.53,31.61,63.08,1010.49,19.55,no,37.5
0.47,383.2,31.61,63.07,1010.49,19.59,no,35.2
0.47,384.77,31.61,63.07,1010.47,19.6,no,32.9
0.48,384.77,31.61,63.12,1010.5,19.61,no,31.0
0.48,386.35,31.61,63.15,1010.5,19.63,no,29.7
0.48,389.51,31.61,63.15,1010.51,19.66,no,29.0
0.48,386.35,31.62,63.15,1010.5,19.69,no,28.7
0.48,381.64,31.62,63.14,1010.51,19.72,no,28.7
0.48,384.77,31.62,63.14,1010.47,19.7,no,28.9
0.48,386.35,31.62,63.12,1010.47,19.71,no,29.2
0.48,392.7,31.61,63.11,1010.49,19.71,no,29.5
0.47,391.1,31.61,63.09,1010.46,19.69,no,29.9
0.48,383.2,31.61,63.09,1010.45,19.68,no,30.3
0.46,387.92,31.61,63.07,1010.44,19.65,no,30.6
0.48,386.35,31.61,63.06,1010.45,19.66,no,30.8
0.49,386.35,31.61,63.04,1010.46,19.65,no,30.9
0.48,386.35,31.61,63.02,1010.46,19.67,no,30.9
0.48,389.51,31.61,63.0,1010.47,19.67,no,30.8
0.49,386.35,31.61,62.99,1010.45,19.68,no,30.8
0.49,392.7,31.61,62.98,1010.44,19.66,no,30.7
0.49,384.77,31.61,62.97,1010.44,19.64,no,30.6
0.48,399.14,31.6,62.96,1010.42,19.6,no,30.5
0.48,392.7,31.6,62.95,1010.45,19.59,no,30.4
0.48,392.7,31.6,62.95,1010.43,19.61,no,30.2
0.48,391.1,31.6,62.94,1010.46,19.57,no,30.0
0.48,386.35,31.61,62.93,1010.45,19.56,no,29.8
0.47,389.51,31.61,62.92,1010.44,19.54,no,29.4
0.48,386.35,31.61,62.92,1010.45,19.52,no,29.1
0.48,400.77,31.61,62.91,1010.44,19.47,Warning: Oxygen Fatigue (Low O2),28.7
0.48,387.92,31.62,62.9,1010.43,19.36,Warning: Oxygen Fatigue (Low O2),28.2
0.49,394.3,31.62,62.89,1010.43,19.34,Warning: Oxygen Fatigue (Low O2),27.7
0.49,391.1,31.62,62.88,1010.4,19.38,Warning: Oxygen Fatigue (Low O2),27.0
0.48,399.14,31.62,62.87,1010.43,19.41,Warning: Oxygen Fatigue (Low O2),26.3
0.49,400.77,31.63,62.86,1010.42,19.39,Warning: Oxygen Fatigue (Low O2),25.6
0.49,395.91,31.63,62.84,1010.46,19.41,Warning: Oxygen Fatigue (Low O2),24.9
0.48,386.35,31.63,62.82,1010.42,19.42,Warning: Oxygen Fatigue (Low O2),24.4
0.47,395.91,31.64,62.81,1010.45,19.45,Warning: Oxygen Fatigue (Low O2),23.9
0.49,395.91,31.64,62.81,1010.43,19.44,Warning: Oxygen Fatigue (Low O2),23.6
0.47,394.3,31.65,62.81,1010.4,19.4,Warning: Oxygen Fatigue (Low O2),23.4
0.48,392.7,31.65,62.8,1010.43,19.36,Warning: Oxygen Fatigue (Low O2),23.4
0.49,384.77,31.65,62.8,1010.43,19.23,Warning: Oxygen Fatigue (Low O2),23.3
0.49,394.3,31.66,62.81,1010.44,19.31,Warning: Oxygen Fatigue (Low O2),23.2
0.49,391.1,31.66,62.81,1010.43,19.34,Warning: Oxygen Fatigue (Low O2),23.0
0.49,395.91,31.66,62.82,1010.43,19.39,Warning: Oxygen Fatigue (Low O2),22.7
0.49,400.77,31.67,62.82,1010.45,19.35,Warning: Oxygen Fatigue (Low O2),22.5
0.49,399.14,31.67,62.82,1010.44,19.34,Warning: Oxygen Fatigue (Low O2),22.2
0.49,394.3,31.67,62.82,1010.45,19.35,Warning: Oxygen Fatigue (Low O2),22.0
0.49,392.7,31.68,62.82,1010.42,19.33,Warning: Oxygen Fatigue (Low O2),21.8
0.49,399.14,31.68,62.82,1010.44,19.39,Warning: Oxygen Fatigue (Low O2),21.7
0.49,392.7,31.68,62.81,1010.43,19.42,Warning: Oxygen Fatigue (Low O2),21.7
0.49,391.1,31.69,62.81,1010.43,19.42,Warning: Oxygen Fatigue (Low O2),21.8
0.49,391.1,31.69,62.82,1010.44,19.38,Warning: Oxygen Fatigue (Low O2),21.9
0.48,395.91,31.69,62.81,1010.4,19.38,Warning: Oxygen Fatigue (Low O2),22.0
0.49,399.14,31.68,62.8,1010.43,19.37,Warning: Oxygen Fatigue (Low O2),22.2
0.5,397.52,31.68,62.79,1010.43,19.34,Warning: Oxygen Fatigue (Low O2),22.2
0.49,395.91,31.68,62.8,1010.42,19.31,Warning: Oxygen Fatigue (Low O2),22.3
0.49,397.52,31.68,62.8,1010.44,19.28,Warning: Oxygen Fatigue (Low O2),22.3
0.49,397.52,31.68,62.8,1010.44,19.2,Warning: Oxygen Fatigue (Low O2),22.2
0.5,399.14,31.67,62.78,1010.4,19.17,Warning: Oxygen Fatigue (Low O2),22.0
0.49,395.91,31.67,62.78,1010.38,19.12,Warning: Oxygen Fatigue (Low O2),21.6
0.5,397.52,31.67,62.77,1010.4,19.17,Warning: Oxygen Fatigue (Low O2),21.2
0.5,399.14,31.66,62.76,1010.41,19.16,Warning: Oxygen Fatigue (Low O2),20.7
0.5,399.14,31.66,62.77,1010.42,19.19,Warning: Oxygen Fatigue (Low O2),20.2
0.51,397.52,31.66,62.76,1010.43,19.21,Warning: Oxygen Fatigue (Low O2),19.7
0.5,400.77,31.66,62.76,1010.44,19.3,Warning: Oxygen Fatigue (Low O2),19.3
0.5,402.4,31.66,62.77,1010.42,19.34,Warning: Oxygen Fatigue (Low O2),19.0
0.5,395.91,31.65,62.77,1010.43,19.32,Warning: Oxygen Fatigue (Low O2),18.9
0.49,394.3,31.65,62.77,1010.41,19.28,Warning: Oxygen Fatigue (Low O2),19.0
0.5,397.52,31.65,62.77,1010.4,19.26,Warning: Oxygen Fatigue (Low O2),19.1
0.49,395.91,31.65,62.78,1010.4,19.27,Warning: Oxygen Fatigue (Low O2),19.3
0.49,399.14,31.65,62.79,1010.42,19.25,Warning: Oxygen Fatigue (Low O2),19.6
0.5,394.3,31.65,62.81,1010.4,19.25,Warning: Oxygen Fatigue (Low O2),19.8
0.49,400.77,31.65,62.83,1010.4,19.23,Warning: Oxygen Fatigue (Low O2),19.9
0.5,395.91,31.65,62.83,1010.44,19.3,Warning: Oxygen Fatigue (Low O2),20.0
0.5,400.77,31.65,62.84,1010.42,19.31,Warning: Oxygen Fatigue (Low O2),20.0
0.5,392.7,31.65,62.83,1010.4,19.29,Warning: Oxygen Fatigue (Low O2),20.0
0.49,399.14,31.65,62.83,1010.4,19.28,Warning: Oxygen Fatigue (Low O2),20.0
0.49,389.51,31.65,62.83,1010.41,19.23,Warning: Oxygen Fatigue (Low O2),20.0
0.49,394.3,31.65,62.83,1010.4,19.19,Warning: Oxygen Fatigue (Low O2),20.0
0.49,400.77,31.64,62.83,1010.38,19.15,Warning: Oxygen Fatigue (Low O2),19.9
0.49,399.14,31.64,62.83,1010.37,19.19,Warning: Oxygen Fatigue (Low O2),19.9
0.48,389.51,31.65,62.84,1010.39,19.23,Warning: Oxygen Fatigue (Low O2),19.7
0.49,392.7,31.65,62.85,1010.39,19.25,Warning: Oxygen Fatigue (Low O2),19.6
0.49,389.51,31.65,62.85,1010.4,19.25,Warning: Oxygen Fatigue (Low O2),19.4
0.49,397.52,31.65,62.84,1010.4,19.25,Warning: Oxygen Fatigue (Low O2),19.2
0.49,392.7,31.64,62.83,1010.38,19.21,Warning: Oxygen Fatigue (Low O2),19.1
0.49,400.77,31.64,62.84,1010.39,19.16,Warning: Oxygen Fatigue (Low O2),19.0
0.49,400.77,31.64,62.85,1010.39,19.13,Warning: Oxygen Fatigue (Low O2),19.0
0.49,391.1,31.65,62.85,1010.38,19.16,Warning: Oxygen Fatigue (Low O2),18.9
0.49,397.52,31.65,62.85,1010.39,19.17,Warning: Oxygen Fatigue (Low O2),18.8
0.48,395.91,31.65,62.85,1010.41,19.19,Warning: Oxygen Fatigue (Low O2),18.7
0.44,358.87,31.66,62.86,1010.42,19.16,Warning: Oxygen Fatigue (Low O2),18.6
0.43,360.35,31.66,62.89,1010.4,19.13,Warning: Oxygen Fatigue (Low O2),18.4
0.42,358.87,31.67,62.88,1010.4,19.15,Warning: Oxygen Fatigue (Low O2),18.2
0.42,364.82,31.67,62.86,1010.36,19.25,Warning: Oxygen Fatigue (Low O2),18.0
0.44,364.82,31.68,62.83,1010.34,19.3,Warning: Oxygen Fatigue (Low O2),17.9
0.43,361.84,31.68,62.8,1010.35,19.38,Warning: Oxygen Fatigue (Low O2),17.9
0.42,355.93,31.69,62.78,1010.36,19.38,Warning: Oxygen Fatigue (Low O2),17.9
0.41,325.53,31.8,60.6,1010.29,19.18,Warning: Oxygen Fatigue (Low O2),53.1
0.33,233.92,31.81,60.58,1010.22,19.16,Warning: Oxygen Fatigue (Low O2),49.7
0.35,229.28,31.81,60.58,1010.23,19.16,Warning: Oxygen Fatigue (Low O2),44.0
0.33,232.99,31.81,60.55,1010.22,19.14,Warning: Oxygen Fatigue (Low O2),34.7
0.34,227.45,31.82,60.52,1010.2,19.14,Warning: Oxygen Fatigue (Low O2),28.4
0.33,232.99,31.82,60.49,1010.22,19.14,Warning: Oxygen Fatigue (Low O2),24.7
0.33,232.05,31.83,60.46,1010.23,19.14,Warning: Oxygen Fatigue (Low O2),22.6
0.34,232.99,31.83,60.42,1010.2,19.15,Warning: Oxygen Fatigue (Low O2),20.9
0.33,232.99,31.84,60.38,1010.2,19.17,Warning: Oxygen Fatigue (Low O2),19.3
0.32,222.92,31.84,60.35,1010.24,19.51,no,17.9
0.32,227.45,31.85,60.33,1010.21,20.07,no,17.3
0.32,214.97,31.85,60.32,1010.22,20.64,no,17.9
0.28,203.11,31.86,60.3,1010.2,20.81,no,20.6
0.3,204.77,31.86,60.28,1010.2,20.83,no,26.3
0.31,217.59,31.87,60.26,1010.17,20.84,no,33.3
0.31,224.72,31.87,60.25,1010.16,20.85,no,39.0
0.33,222.92,31.87,60.22,1010.17,20.85,no,43.4
0.33,228.36,31.87,60.16,1010.17,20.84,no,46.9
0.32,230.2,31.88,60.11,1010.14,20.86,no,49.7
0.34,232.99,31.87,60.07,1010.19,20.87,no,52.0
0.34,232.99,31.87,60.03,1010.16,20.84,no,53.8
0.33,235.8,31.87,60.0,1010.13,20.81,no,55.2
0.32,232.99,31.87,59.98,1010.18,20.82,no,56.1
0.33,236.74,31.87,59.96,1010.17,20.83,no,56.8
0.31,232.99,31.87,59.94,1010.14,20.85,no,57.3
0.34,241.52,31.86,59.93,1010.15,20.83,no,57.6
0.34,241.52,31.86,59.93,1010.14,20.83,no,57.9
0.34,243.45,31.86,59.93,1010.13,20.81,no,58.1
0.33,240.56,31.86,59.9,1010.16,20.83,no,58.1
0.35,242.49,31.86,59.86,1010.2,20.8,no,58.2
0.33,235.8,31.86,59.85,1010.17,20.83,no,58.2
0.33,243.45,31.86,59.82,1010.12,20.84,no,58.3
0.35,246.38,31.87,59.79,1010.13,20.88,no,58.3
0.32,239.6,31.87,59.75,1010.14,20.86,no,58.4
0.34,242.49,31.87,59.7,1010.12,20.84,no,58.4
0.34,246.38,31.88,59.66,1010.13,20.84,no,58.5
0.33,245.4,31.88,59.61,1010.12,20.87,no,58.5
0.33,239.6,31.88,59.57,1010.13,20.89,no,58.5
0.32,239.6,31.89,59.53,1010.1,20.89,no,58.6
0.33,238.64,31.89,59.48,1010.09,20.83,no,58.7
0.32,233.92,31.9,59.45,1010.12,20.8,no,58.7
0.32,233.92,31.9,59.4,1010.09,20.77,no,58.7
0.33,232.99,31.91,59.37,1010.14,20.79,no,58.7
0.33,235.8,31.91,59.35,1010.12,20.88,no,58.6
0.33,236.74,31.91,59.32,1010.13,21.01,no,58.6
0.33,241.52,31.91,59.29,1010.13,21.01,no,58.7
0.34,245.4,31.92,59.26,1010.1,20.94,no,58.8
0.33,242.49,31.92,59.22,1010.1,20.88,no,58.9
0.35,251.33,31.92,59.2,1010.08,20.92,no,59.0
0.34,250.33,31.93,59.19,1010.11,20.91,no,59.0
0.33,249.34,31.93,59.19,1010.11,20.85,no,59.1
0.35,253.33,31.93,59.15,1010.08,20.86,no,59.2
0.33,252.33,31.93,59.13,1010.08,20.91,no,59.3
0.35,250.33,31.93,59.11,1010.07,20.99,no,59.4
0.33,250.33,31.93,59.12,1010.13,20.92,no,59.5
0.34,248.35,31.93,59.1,1010.1,20.87,no,59.5
0.34,250.33,31.93,59.07,1010.11,20.84,no,59.5
0.33,248.35,31.93,59.04,1010.09,20.88,no,59.4
0.33,248.35,31.93,59.02,1010.1,20.87,no,59.4
0.32,250.33,31.93,58.99,1010.1,20.87,no,59.4
0.34,249.34,31.92,58.97,1010.12,20.86,no,59.3
0.32,249.34,31.92,58.94,1010.16,20.89,no,59.3
0.31,236.74,31.92,58.92,1010.12,20.89,no,59.3
0.33,248.35,31.92,58.9,1010.1,20.9,no,59.3
0.33,249.34,31.92,58.88,1010.11,20.88,no,59.2
0.33,247.36,31.92,58.86,1010.14,20.89,no,59.2
0.33,250.33,31.92,58.84,1010.12,20.88,no,59.2
0.34,249.34,31.92,58.82,1010.16,20.86,no,59.2
0.33,253.33,31.92,58.78,1010.09,20.85,no,59.2
0.35,248.35,31.92,58.75,1010.11,20.84,no,59.1
0.33,248.35,31.92,58.74,1010.07,20.84,no,59.1
0.33,247.36,31.92,58.71,1010.08,20.82,no,59.1
0.36,310.1,31.98,57.61,1009.55,19.13,Warning: Oxygen Fatigue (Low O2),50.7
0.37,314.05,31.98,57.62,1009.54,19.24,Warning: Oxygen Fatigue (Low O2),44.5
0.39,318.04,31.99,57.61,1009.53,19.25,Warning: Oxygen Fatigue (Low O2),35.1
0.36,318.04,31.99,57.6,1009.54,19.28,Warning: Oxygen Fatigue (Low O2),28.2
0.37,326.16,32.0,57.59,1009.58,19.25,Warning: Oxygen Fatigue (Low O2),23.7
0.35,288.54,32.0,57.56,1009.54,19.22,Warning: Oxygen Fatigue (Low O2),20.8
0.36,297.25,32.01,57.54,1009.55,18.59,Warning: Oxygen Fatigue (Low O2),18.9
0.38,302.34,32.02,57.52,1009.54,18.97,Warning: Oxygen Fatigue (Low O2),17.2
0.38,314.05,32.03,57.51,1009.53,20.29,no,16.0
0.4,319.38,32.04,57.5,1009.56,20.28,no,15.5
0.39,320.73,32.04,57.47,1009.57,20.24,no,16.0
0.4,326.16,32.05,57.43,1009.56,20.18,no,18.1
0.4,327.53,32.06,57.39,1009.57,20.19,no,22.3
0.39,335.86,32.07,57.38,1009.59,20.29,no,28.4
0.41,341.52,32.07,57.36,1009.57,20.5,no,35.1
0.4,328.91,32.08,57.36,1009.56,20.69,no,41.3
0.41,340.1,32.08,57.37,1009.55,20.79,no,46.2
0.41,345.82,32.09,57.38,1009.56,20.8,no,49.8
0.41,340.1,32.09,57.39,1009.52,20.69,no,52.0
0.41,351.62,32.09,57.41,1009.54,20.48,no,53.4
0.41,348.71,32.09,57.42,1009.51,20.27,no,54.2
0.41,354.55,32.09,57.42,1009.52,20.18,no,54.6
0.41,356.03,32.09,57.41,1009.5,20.19,no,54.9
0.42,357.51,32.09,57.44,1009.52,20.19,no,55.3
0.42,350.16,32.09,57.46,1009.51,20.23,no,55.8
0.43,364.99,32.09,57.49,1009.55,20.22,no,56.3
0.43,364.99,32.09,57.52,1009.51,20.22,no,56.7
0.43,358.99,32.09,57.54,1009.51,20.22,no,56.9
0.43,364.99,32.09,57.56,1009.49,20.22,no,57.0
0.43,364.99,32.08,57.56,1009.51,20.21,no,57.0
0.46,369.55,32.08,57.55,1009.52,20.19,no,57.0
0.44,369.55,32.08,57.56,1009.51,20.18,no,56.9
0.43,372.61,32.08,57.57,1009.5,20.29,no,56.9
0.45,371.08,32.08,57.59,1009.53,20.42,no,57.1
0.45,372.61,32.08,57.63,1009.52,20.46,no,57.4
0.44,369.55,32.07,57.64,1009.52,20.33,no,57.5
0.43,360.48,32.07,57.64,1009.51,20.24,no,57.3
0.43,363.48,32.07,57.65,1009.52,20.24,no,57.1
0.44,371.08,32.07,57.64,1009.53,20.29,no,56.9
0.44,372.61,32.06,57.59,1009.51,20.32,no,57.2
0.47,375.7,32.06,57.57,1009.51,20.29,no,57.2
0.43,377.25,32.05,57.57,1009.49,20.27,no,57.1
0.46,378.81,32.05,57.58,1009.47,20.28,no,57.0
